scenario_id,scenario_name,without_twin_run_id,with_twin_run_id,config_sha256,git_commit_without_twin,git_commit_with_twin,effect_label,effect_score,throughput_req_s_without_twin,throughput_req_s_with_twin,load_http_req_avg_ms_without_twin,load_http_req_avg_ms_with_twin,load_http_req_p95_ms_without_twin,load_http_req_p95_ms_with_twin,error_rate_pct_without_twin,error_rate_pct_with_twin,processing_backlog_max_without_twin,processing_backlog_max_with_twin,processing_timeout_total_without_twin,processing_timeout_total_with_twin
cenario-01-operacao-normal,Cenario 1 - Operacao normal,20260406T012528Z__cenario-01-operacao-normal__without-twin,20260406T013316Z__cenario-01-operacao-normal__with-twin,df7eaccdb2ebd28a8f4c5395392d6ea5731d3e0a22027775a817f42ac70f0993,66992fe5c3f8b5efc12e13eada417f3177ca91f7,66992fe5c3f8b5efc12e13eada417f3177ca91f7,favoravel ao twin,6,760.1798420117838,796.3886925220194,5.173365681808194,4.931643820213422,13.045549999999995,12.171728699999994,0.0,0.0,0.0,0.0,0.0,0.0
